12,13,4,4,2,4,4,11,300,300
5,9,4,4,0,4,4,8,300,300
7,6,300,300,300,300,13,6,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
