300,300,300,300,300,7,4,4,8,300
300,300,13,4,4,2,8,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,13,4,4,6,300
300,300,13,13,13,4,13,4,4,4
3,4,6,13,13,13,4,4,2,300
5,300,5,300,300,2,4,4,1,300
12,300,9,4,4,4,0,300,5,300
