26,13,4,4,2,4,4,11,300,300
19,23,18,18,14,18,18,22,300,300
21,20,300,300,300,300,27,20,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300
